ID,name,sort name,MEP id,Account Id,birth year,death year,gender,title,profession,is organization,Is Creator,Has Account,In Logbooks,Has Card,Subscription Dates,verified,updated at,Admin Link,VIAF id,Key,Gender,Nationality,Language,Birth Date,Death Date,LoC Name,LoC ID,LoC Source: URL,LofC URI: URL,VIAF Source: URL,BNE Name,BNE URL,BNF Name,BNF URL,DNB Name,DNB URL,ICCU Name,ICCU URL,ISNI Name,ISNI URL,Wikidata URL,Wikipedia URL,WorldCat Identity URL
6263,Cynthia Asquith,"Asquith, Cynthia, Lady",,,1887,1960,F,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:28+00:00,/admin/people/person/6263/change/,http://viaf.org/viaf/809595/,http://viaf.org/viaf/809595/,Female,GB - United Kingdom,eng - English,1887,1960,"Asquith, Cynthia, Lady, 1887-1960",names/n50030698,https://lccn.loc.gov/c.gov/authorities/names/n50030698,https://id.loc.gov/authorities/names/n50030698,Permalink: http://viaf.org/viaf/809595,,,Asquith Cynthia 1887-1960,http://catalogue.bnf.fr/ark:/12148/cb137433067,"Asquith, Cynthia 1887-1960",http://d-nb.info/gnd/118848054,,,"Asquith, Cynthia Mary Evelyn 1887-1960 Lady",http://isni.org/isni/000000010862094X,https://www.wikidata.org/entity/Q3699902#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Lady_Cynthia_Asquith,https:https://www.worldcat.org/identities/lccn-n50030698
5794,Margot Asquith,"Asquith, Margot",,,1864,1945,F,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:28+00:00,/admin/people/person/5794/change/,http://viaf.org/viaf/7383118/,http://viaf.org/viaf/7383118/,Female,GB - United Kingdom,eng - English,1864,1945,"Asquith, Margot, 1864-1945",names/n84159604,https://lccn.loc.gov/c.gov/authorities/names/n84159604,https://id.loc.gov/authorities/names/n84159604,Permalink: http://viaf.org/viaf/7383118,,,Asquith Margot 1864-1945,http://catalogue.bnf.fr/ark:/12148/cb10988728m,"Asquith, Margot 1864-1945",http://d-nb.info/gnd/119266482,,,"Asquith, Margot 1864-1945",http://isni.org/isni/0000000108664264,https://www.wikidata.org/entity/Q1396333#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Margot_Asquith,https:https://www.worldcat.org/identities/lccn-n84159604
7275,Mary Louise Aswell / Q. Patrick (pseudonym),"Aswell, Mary Louise",,,1902,1984,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2020-08-06T02:02:25+00:00,/admin/people/person/7275/change/,http://viaf.org/viaf/14308526/,http://viaf.org/viaf/14308526/,Female,US - United States,eng - English,1902,1984,"Aswell, Mary Louise, 1902-1984",names/no00006706,https://lccn.loc.gov/c.gov/authorities/names/no00006706,https://id.loc.gov/authorities/names/no00006706,Permalink: http://viaf.org/viaf/14308526,,,,,,,,,Mary Louise White Aswell,http://isni.org/isni/0000000110402810,https://www.wikidata.org/entity/Q21000870#sitelinks-wikipedia,,https:https://www.worldcat.org/identities/lccn-no00006706
6448,Gertrude Franklin Horn Atherton,"Atherton, Gertrude Franklin Horn",,,1857,1948,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:28+00:00,/admin/people/person/6448/change/,http://viaf.org/viaf/59884609/,http://viaf.org/viaf/59884609/,Female,US - United States,eng - English,1857,1948,"Atherton, Gertrude Franklin Horn, 1857-1948",names/n80010153,https://lccn.loc.gov/c.gov/authorities/names/n80010153,https://id.loc.gov/authorities/names/n80010153,Permalink: http://viaf.org/viaf/59884609,,,Atherton Gertrude 1857-1948,http://catalogue.bnf.fr/ark:/12148/cb127300337,"Atherton, Gertrude Franklin Horn 1857-1948",http://d-nb.info/gnd/119000210,,,"Atherton, Gertrude",http://isni.org/isni/0000000122115245,https://www.wikidata.org/entity/Q137679#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Gertrude_Atherton,https:https://www.worldcat.org/identities/lccn-n80010153
6075,Jane Austen,"Austen, Jane",,,1775,1817,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:28+00:00,/admin/people/person/6075/change/,http://viaf.org/viaf/102333412/,http://viaf.org/viaf/102333412/,Female,GB - United Kingdom,eng - English,1775,1817,"Austen, Jane, 1775-1817",names/n79032879,https://lccn.loc.gov/c.gov/authorities/names/n79032879,https://id.loc.gov/authorities/names/n79032879,Permalink: http://viaf.org/viaf/102333412,"Austen, Jane 1775-1817",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1124986,Austen Jane 1775-1817,,"Austen, Jane 1775-1817",http://d-nb.info/gnd/118505173,"Austen , Jane",http://id.sbn.it/af/IT\ICCU\CFIV\017136,"Austen, J. 1775-1817",http://isni.org/isni/000000012283635X,https://www.wikidata.org/entity/Q36322#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Jane_Austen,https:https://www.worldcat.org/identities/lccn-n79032879
7785,Mary Hunter Austin,"Austin, Mary Hunter",,,1868,1934,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2020-12-05T02:12:58+00:00,/admin/people/person/7785/change/,http://viaf.org/viaf/34482580/,http://viaf.org/viaf/34482580/,Female,US - United States,eng - English,1868,1934,"Austin, Mary, 1868-1934",names/n80145753,https://lccn.loc.gov/c.gov/authorities/names/n80145753,https://id.loc.gov/authorities/names/n80145753,Permalink: http://viaf.org/viaf/34482580,,,Austin Mary 1868-1934,http://catalogue.bnf.fr/ark:/12148/cb120847349,"Austin, Mary Hunter 1868-1934",http://d-nb.info/gnd/119544695,,,"Austin, Mary Hunter 1868-1934",http://isni.org/isni/0000000108863511,https://www.wikidata.org/entity/Q477999#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Mary_Hunter_Austin,https:https://www.worldcat.org/identities/lccn-n80145753
7358,Dorothy Baker,"Baker, Dorothy",,,1907,1968,F,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:28+00:00,/admin/people/person/7358/change/,http://viaf.org/viaf/14890682/,http://viaf.org/viaf/14890682/,Female,US - United States,eng - English,1907,1968,"Baker, Dorothy, 1907-1968",names/n85274412,https://lccn.loc.gov/c.gov/authorities/names/n85274412,https://id.loc.gov/authorities/names/n85274412,Permalink: http://viaf.org/viaf/14890682,"Baker, Dorothy 1907-1968",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX5359002,Baker Dorothy 1907-1968,,"Baker, Dorothy 1907-1968",http://d-nb.info/gnd/171963768,,,"Baker, Dorothy",http://isni.org/isni/000000010872380X,https://www.wikidata.org/entity/Q5298302#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Dorothy_Baker,https:https://www.worldcat.org/identities/lccn-n85274412
8116,S. Josephine Baker,"Baker, S. Josephine",,,1873,1945,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2020-12-05T01:02:31+00:00,/admin/people/person/8116/change/,http://viaf.org/viaf/41048301/,http://viaf.org/viaf/41048301/,Female,US - United States,,1873,1945,"Baker, S. Josephine (Sara Josephine), 1873-1945",names/n93027013,https://lccn.loc.gov/c.gov/authorities/names/n93027013,https://id.loc.gov/authorities/names/n93027013,Permalink: http://viaf.org/viaf/41048301,,,,,"Baker, Sara Josephine 1873-1945",http://d-nb.info/gnd/1044433221,,,"Baker, S. Josephine 1873-1945",http://isni.org/isni/0000000084449913,https://www.wikidata.org/entity/Q4793362#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Sara_Josephine_Baker,https:https://www.worldcat.org/identities/lccn-n93027013
5922,Djuna Barnes,"Barnes, Djuna",barns,5613,1892,1982,F,,,FALSE,TRUE,TRUE,TRUE,FALSE,1925-07-27/1925-10-27; 1926-05-18/1926-08-18; 1926-08-21/1926-11-21; 1927-05-02/1927-08-02,TRUE,2021-02-28T00:51:58+00:00,/admin/people/person/5922/change/,http://viaf.org/viaf/110217112/,http://viaf.org/viaf/110217112/,Female,US - United States,eng - English,,,"Barnes, Djuna",names/n79108379,https://lccn.loc.gov/c.gov/authorities/names/n79108379,https://id.loc.gov/authorities/names/n79108379,Permalink: http://viaf.org/viaf/110217112,"Barnes, Djuna 1892-1982",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX878814,Barnes Djuna 1892-1982,http://catalogue.bnf.fr/ark:/12148/cb11890268q,"Barnes, Djuna 1892-1982",http://d-nb.info/gnd/118657283,,,"Barnes, Djuna 1892-1982",http://isni.org/isni/0000000109343139,https://www.wikidata.org/entity/Q234721#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Djuna_Barnes,https:https://www.worldcat.org/identities/lccn-n79108379
7942,Natalie Clifford Barney,"Barney, Natalie Clifford",barny,3321,1876,1972,F,,,FALSE,TRUE,TRUE,TRUE,FALSE,1920-10-11/1921-10-11; 1921-10-11/1922-10-11; 1922-12-21/1923-12-21; 1924-01-26/1925-01-26; 1925-01-26/1926-01-26; 1928-11-02/1929-11-02; 1929-12-13/1930-12-13,FALSE,2021-02-28T00:52:32+00:00,/admin/people/person/7942/change/,http://viaf.org/viaf/76311714/,http://viaf.org/viaf/76311714/,Female,US - United States,fre - French,,,"Barney, Natalie Clifford",names/n79021406,https://lccn.loc.gov/c.gov/authorities/names/n79021406,https://id.loc.gov/authorities/names/n79021406,Permalink: http://viaf.org/viaf/76311714,,,Barney Natalie Clifford 1876-1972,http://catalogue.bnf.fr/ark:/12148/cb118902708,"Barney, Natalie Clifford 1876-1972",http://d-nb.info/gnd/118506641,,,"Barney, Natalie",http://isni.org/isni/0000000122819963,https://www.wikidata.org/entity/Q34782#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Natalie_Clifford_Barney,https:https://www.worldcat.org/identities/lccn-n79021406
7450,Margaret Barton,"Barton, Margaret",,,1897,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:28+00:00,/admin/people/person/7450/change/,http://viaf.org/viaf/83529482/,http://viaf.org/viaf/83529482/,Female,GB - United Kingdom,eng - English,,,"Barton, Margaret, 1897-",names/nb2009006328,https://lccn.loc.gov/c.gov/authorities/names/nb2009006328,https://id.loc.gov/authorities/names/nb2009006328,Permalink: http://viaf.org/viaf/83529482,,,Barton Margaret 1897-19..?,http://catalogue.bnf.fr/ark:/12148/cb11045446r,"Barton, Margaret 1897-",http://d-nb.info/gnd/1140762230,,,"Barton, Margaret n. 1897",http://isni.org/isni/0000000077383530,https://www.wikidata.org/entity/Q75645729#sitelinks-wikipedia,,https:https://www.worldcat.org/identities/lccn-nb2009006328
6742,Edith C. Batho,"Batho, Edith C.",,,1895,1986,F,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:28+00:00,/admin/people/person/6742/change/,http://viaf.org/viaf/34828193/,http://viaf.org/viaf/34828193/,Female,gb - ,,1895,1986,"Batho, Edith C. (Edith Clara), 1895-1986",names/no93024047,https://lccn.loc.gov/c.gov/authorities/names/no93024047,https://id.loc.gov/authorities/names/no93024047,Permalink: http://viaf.org/viaf/34828193,,,,,"Batho, Edith Clara 1895-",http://d-nb.info/gnd/1055231277,,,"Batho, Edith C.",http://isni.org/isni/0000000109640408,https://www.wikidata.org/entity/Q5338515#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Edith_Clara_Batho,https:https://www.worldcat.org/identities/lccn-no93024047
7060,Vicki Baum,"Baum, Vicki",,,1888,1960,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:28+00:00,/admin/people/person/7060/change/,http://viaf.org/viaf/71387030/,http://viaf.org/viaf/71387030/,Female,US - United States,ger - German,1888,1960,"Baum, Vicki, 1888-1960",names/n79135036,https://lccn.loc.gov/c.gov/authorities/names/n79135036,https://id.loc.gov/authorities/names/n79135036,Permalink: http://viaf.org/viaf/71387030,"Baum, Vicki 1888-1960",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX820133,Baum Vicki 1888-1960,http://catalogue.bnf.fr/ark:/12148/cb11890653s,"Baum, Vicki 1888-1960",http://d-nb.info/gnd/118653830,,,Vicki Baum österreichische Harfenistin und Schriftstellerin,http://isni.org/isni/0000000449394653,https://www.wikidata.org/entity/Q93444#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Vicki_Baum,https:https://www.worldcat.org/identities/lccn-n79135036
12,Sylvia Beach,"Beach, Sylvia",beac.sy,4718,1887,1962,F,,,FALSE,TRUE,TRUE,FALSE,TRUE,,FALSE,2021-02-28T00:53:12+00:00,/admin/people/person/12/change/,http://viaf.org/viaf/35247539,http://viaf.org/viaf/35247539,Female,US - United States,eng - English,,,"Beach, Sylvia",names/n79121733,https://lccn.loc.gov/c.gov/authorities/names/n79121733,https://id.loc.gov/authorities/names/n79121733,Permalink: http://viaf.org/viaf/35247539,,,Beach Sylvia 1887-1962,http://catalogue.bnf.fr/ark:/12148/cb13739514n,"Beach, Sylvia 1887-1962",http://d-nb.info/gnd/118507818,,,"Beach, Sylvia",http://isni.org/isni/0000000116191698,https://www.wikidata.org/entity/Q265562#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Sylvia_Beach,https:https://www.worldcat.org/identities/lccn-n79121733
6899,Gertrude Beasley,"Beasley, Gertrude",,,1892,1955,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:28+00:00,/admin/people/person/6899/change/,http://viaf.org/viaf/26859860/,http://viaf.org/viaf/26859860/,Female,"Paris, France - ",eng - English,1892,1955,"Beasley, Gertrude, 1892-1955",names/no2007149787,https://lccn.loc.gov/c.gov/authorities/names/no2007149787,https://id.loc.gov/authorities/names/no2007149787,Permalink: http://viaf.org/viaf/26859860,,,,,,,,,"Beasley, Gertrude 1892-1955",http://isni.org/isni/0000000051002103,https://www.wikidata.org/entity/Q94999464#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Gertrude_Beasley,https:https://www.worldcat.org/identities/lccn-no2007149787
6736,L. Adams Beck / E. Barrington (pseudonym),"Beck, L. Adams",,,1862,1931,F,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2020-08-13T17:51:11+00:00,/admin/people/person/6736/change/,http://viaf.org/viaf/79067540/,http://viaf.org/viaf/79067540/,Female,ca - ,eng - English,,,"Beck, L. Adams (Lily Adams), -1931",names/n79068421,https://lccn.loc.gov/c.gov/authorities/names/n79068421,https://id.loc.gov/authorities/names/n79068421,Permalink: http://viaf.org/viaf/79067540,,,Beck Lily Adams 1862?-1931,http://catalogue.bnf.fr/ark:/12148/cb121529865,"Beck, Lily Adams -1931",http://d-nb.info/gnd/115607021,,,"Beck, Lily Adams d. 1931",http://isni.org/isni/0000000107842831,https://www.wikidata.org/entity/Q5363121#sitelinks-wikipedia,https://en.wikipedia.org/wiki/L._Adams_Beck,https:https://www.worldcat.org/identities/lccn-n79068421
6954,Aphra Behn,"Behn, Aphra",,,1640,1689,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:28+00:00,/admin/people/person/6954/change/,http://viaf.org/viaf/19715508/,http://viaf.org/viaf/19715508/,Female,GB - United Kingdom,eng - English,1640,1689,"Behn, Aphra, 1640-1689",names/n50006616,https://lccn.loc.gov/c.gov/authorities/names/n50006616,https://id.loc.gov/authorities/names/n50006616,Permalink: http://viaf.org/viaf/19715508,"Behn, Aphra",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX981068,Behn Aphra 1640-1689,http://catalogue.bnf.fr/ark:/12148/cb12150606c,"Behn, Aphra 1640-1689",http://d-nb.info/gnd/118657925,"Behn , Aphra",http://id.sbn.it/af/IT\ICCU\CFIV\051859,"Behn, Aphra 1640-1689",http://isni.org/isni/0000000108763406,https://www.wikidata.org/entity/Q231886#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Aphra_Behn,https:https://www.worldcat.org/identities/lccn-n50006616
6492,Gertrude Lowthian Bell,"Bell, Gertrude Lowthian",,,1868,1926,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:28+00:00,/admin/people/person/6492/change/,http://viaf.org/viaf/17391032/,http://viaf.org/viaf/17391032/,Female,GB - United Kingdom,eng - English,1868,1926,"Bell, Gertrude Lowthian, 1868-1926",names/n50082912,https://lccn.loc.gov/c.gov/authorities/names/n50082912,https://id.loc.gov/authorities/names/n50082912,Permalink: http://viaf.org/viaf/17391032,,,Bell Gertrude Lowthian 1868-1926,http://catalogue.bnf.fr/ark:/12148/cb12286528n,"Bell, Gertrude Lowthian 1868-1926",http://d-nb.info/gnd/118658026,,,"Bell, Gertrude",http://isni.org/isni/0000000080968759,https://www.wikidata.org/entity/Q231360#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Gertrude_Bell,https:https://www.worldcat.org/identities/lccn-n50082912
10268,Eva Mary Hamilton / Mrs. G. H. Bell,"Bell, Mrs. G. H.",,,1878,1959,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2020-12-05T03:02:15+00:00,/admin/people/person/10268/change/,http://viaf.org/viaf/24516551/,http://viaf.org/viaf/24516551/,Female,GB - United Kingdom,eng - English,1878,1959,"Bell, G. H., Mrs., 1878-1959",names/nr98033391,https://lccn.loc.gov/c.gov/authorities/names/nr98033391,https://id.loc.gov/authorities/names/nr98033391,Permalink: http://viaf.org/viaf/24516551,,,,,,,,,,,https://www.wikidata.org/entity/Q76232358#sitelinks-wikipedia,,https:https://www.worldcat.org/identities/lccn-nr98033391
